car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train
Honda,Fit ,2008,6700.0,"Armenia, Kotayk",170000.0,Hatchback,Gasoline,Automatic,Right,Silver,Good,https://auto.am/offer/3040879,1.5,120,4,FWD
Volkswagen,Touareg ,2004,6700.0,"Armenia, Armavir",350000.0,SUV / Truck,Gasoline,Automatic,Left,Green,Average,https://auto.am/offer/3039043,1.5,75,4,FWD
Honda,CR-V ,2002,6700.0,"Armenia, Yerevan",196000.0,Sedan,Gasoline,Automatic,Right,White,Good,https://auto.am/offer/3037277,2.4,86,4,AWD 4x4
BMW,535,2007,6700.0,"Armenia, Yerevan",255000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3039883,3.5,306,4,AWD 4x4
Volkswagen,Jetta ,2009,6700.0,"Armenia, Yerevan",312800.0,Sedan,Gasoline and gas,Automatic,Left,White,Good,https://auto.am/offer/3034989,3.6,280,4,AWD 4x4
Ford,Transit ,2010,6700.0,"Armenia, Armavir",170000.0,Coupe,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/3040182,2.0,115,4,FWD
Nissan,Versa ,2006,6600.0,"Armenia, Yerevan",251200.0,Hatchback,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039060,1.5,109,4,FWD
Mercedes-Benz,170,2009,6600.0,"Armenia, Yerevan",199000.0,Hatchback,Gas,Automatic,Left,Black,Average,https://auto.am/offer/3025002,1.7,116,6,FWD
Toyota,Camry ,2008,6600.0,"Armenia, Yerevan",228800.0,Sedan,Gas,Automatic,Left,Gray,Average,https://auto.am/offer/3034982,2.4,159,5,FWD
BMW,320,2003,6600.0,"Armenia, Gegharkunik",155000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3031419,2.2,200,4,AWD 4x4
Mercedes-Benz,C 230 ,1999,6600.0,"Armenia, Syunik",272000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035744,3.0,222,4,RWD
Jeep,Cherokee ,2016,16482.1525,"Armenia, Yerevan",195200.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3015827,2.4,177,4,AWD 4x4
Audi,Q7 ,2008,16250.0,"Armenia, Yerevan",118000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037940,4.2,350,8,AWD 4x4
Jeep,Compass ,2019,16250.0,"Armenia, Yerevan",77000.0,Wagon,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3001439,2.4,180,4,FWD
Kia,Forte ,2020,16250.0,"Armenia, Yerevan",56000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2926994,2.0,147,4,FWD
Honda,CR-V ,2010,16250.0,"Armenia, Syunik",170000.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2652928,2.4,166,4,AWD 4x4
Nissan,Rogue ,2018,16250.0,"Armenia, Yerevan",158400.0,SUV / Truck,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/3040236,2.5,170,4,AWD 4x4
Chevrolet,Aveo ,2012,6500.0,"Armenia, Yerevan",200000.0,Sedan,Gasoline and gas,Manual,Left,White,Good,https://auto.am/offer/3037340,1.4,149,4,FWD
BMW,325,2004,6500.0,"Armenia, Yerevan",290000.0,Sedan,Gasoline,Automatic,Left,Silver,Average,https://auto.am/offer/3027810,4.5,192,6,RWD
Hyundai,Santa Fe ,2004,6500.0,"Armenia, Yerevan",219200.0,SUV / Truck,Gasoline,Automatic,Left,Beige,Good,https://auto.am/offer/3037735,2.5,200,4,AWD 4x4
Nissan,Teana ,2004,6500.0,"Armenia, Armavir",150000.0,Sedan,Gasoline,Automatic,Right,Silver,Good,https://auto.am/offer/2860356,2.3,173,6,FWD
Chevrolet,Trailblazer ,2006,6500.0,"Armenia, Armavir",200000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3023931,5.6,200,4,AWD 4x4
BMW,320,2004,6500.0,"Armenia, Yerevan",20000.0,Sedan,Gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3035281,4.5,192,6,RWD
GAZ,21 Волга ,1967,6500.0,"Armenia, Syunik",200000.0,Sedan,Gasoline,Manual,Left,Sky-blue,Average,https://auto.am/offer/3038549,2.5,200,4,AWD 4x4
Nissan,Tiida ,2012,6500.0,"Armenia, Yerevan",163000.0,Sedan,Gasoline,CVT Variable,Right,White,Good,https://auto.am/offer/3034911,2.05,188,4,FWD
Audi,A4 ,2006,6500.0,"Armenia, Yerevan",184000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3038534,2.0,200,12,AWD 4x4
Opel,Zafira ,2006,6500.0,"Armenia, Yerevan",160000.0,Minivan / Minibus,Gas,Manual,Left,Gray,Good,https://auto.am/offer/3029353,1.6,125,4,FWD
Mercedes-Benz,C 180 ,2003,6500.0,Armenia,250000.0,Sedan,Gasoline,Manual,Left,Silver,Good,https://auto.am/offer/3035736,3.2,224,6,RWD
Nissan,Tiida ,2009,6500.0,Armenia,167000.0,Sedan,Gas,Automatic,Left,White,Good,https://auto.am/offer/3023304,1.5,122,4,FWD
Mitsubishi,Pajero ,1998,6500.0,"Armenia, Syunik",224000.0,Coupe,Gasoline,Automatic,Right,Blue,Good,https://auto.am/offer/3032267,3.5,197,4,AWD 4x4
Nissan,Tiida ,2008,6500.0,"Armenia, Yerevan",137000.0,Hatchback,Gasoline and gas,CVT Variable,Right,Black,Good,https://auto.am/offer/3039224,1.5,109,4,FWD
Mitsubishi,Pajero Pinin (IO) ,2001,6500.0,"Armenia, Yerevan",267000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035403,2.0,150,4,AWD 4x4
Opel,Zafira ,2002,6500.0,Armenia,187000.0,Wagon,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/2897989,1.8,113,4,FWD
Nissan,Tiida ,2006,6500.0,"Armenia, Yerevan",130000.0,Hatchback,Gasoline,CVT Variable,Left,Black,Good,https://auto.am/offer/3038038,1.5,109,4,FWD
Nissan,X-Trail ,2004,6500.0,Armenia,220000.0,SUV / Truck,Gasoline,Automatic,Right,Black,Good,https://auto.am/offer/3039311,3.3,176,6,AWD 4x4
Mercedes-Benz,C 240 ,1997,6500.0,"Armenia, Tavush",350000.0,Sedan,Gasoline and gas,Manual,Left,Green,Good,https://auto.am/offer/3038573,2.4,170,6,RWD
Opel,Zafira ,2004,6500.0,"Armenia, Yerevan",180.0,Minivan / Minibus,Gasoline,Manual,Left,Gray,Excellent,https://auto.am/offer/3039958,1.8,125,4,FWD
Mercedes-Benz,B 170 ,2007,6500.0,"Armenia, Yerevan",150000.0,Wagon,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3027291,1.7,272,4,RWD
Opel,Zafira ,2003,6500.0,"Armenia, Yerevan",197000.0,Minivan / Minibus,Gasoline,Manual,Left,Blue,Excellent,https://auto.am/offer/3040874,1.8,125,4,FWD
Volkswagen,Passat CC ,2010,6500.0,"Armenia, Yerevan",180000.0,Sedan,Gasoline,Automatic,Left,White,Average,https://auto.am/offer/3012537,2.25,205,4,FWD
Ford,Mustang ,1996,6500.0,"Armenia, Kotayk",80000.0,Coupe,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3021373,2.5,200,4,AWD 4x4
Opel,Astra ,2004,6500.0,"Armenia, Gegharkunik",220000.0,Hatchback,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/3035170,1.7000000000000002,125,4,FWD
Opel,Zafira ,2001,6500.0,"Armenia, Yerevan",240000.0,Wagon,Gas,Manual,Left,Silver,Good,https://auto.am/offer/3035175,1.8,123,4,RWD
Nissan,Tiida ,2007,6500.0,"Armenia, Yerevan",133328.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3040634,1.6,109,4,FWD
BMW,323,2005,6500.0,"Armenia, Kotayk",252000.0,Sedan,Gasoline and gas,Automatic,Left,Blue,Good,https://auto.am/offer/3037108,2.5,177,6,RWD
Mercedes-Benz,C 200 ,1999,6500.0,"Armenia, Ararat",329000.0,Sedan,Gasoline,Manual,Left,Blue,Excellent,https://auto.am/offer/3040838,2.0,222,4,RWD
Nissan,Teana ,2005,6500.0,"Armenia, Yerevan",212000.0,Sedan,Gasoline and gas,Automatic,Right,White,Good,https://auto.am/offer/3031751,2.3,109,4,FWD
Opel,Zafira ,2001,6500.0,"Armenia, Gegharkunik",286000.0,Minivan / Minibus,Gasoline and gas,Automatic,Left,Black,Good,https://auto.am/offer/3034123,1.8,123,4,RWD
Ford,Focus ,2013,6500.0,"Armenia, Yerevan",223000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3036845,2.5,176,4,FWD
Toyota,Blade ,2008,6500.0,"Armenia, Yerevan",168000.0,Hatchback,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3032443,1.3,163,4,AWD 4x4
Mercedes-Benz,350,2006,6500.0,"Armenia, Kotayk",240000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3028220,3.5,272,6,RWD
Mini,Cooper ,2004,6500.0,"Armenia, Armavir",180.0,Coupe,Gas,Automatic,Left,White,Good,https://auto.am/offer/3025191,2.5,200,4,AWD 4x4
VAZ (Lada),2121 NIVA (4x4) ,2007,6500.0,"Armenia, Yerevan",49.0,SUV / Truck,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/3034624,1.7,81,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2017,6500.0,"Armenia, Yerevan",104000.0,Sedan,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/3027365,1.7,85,4,AWD 4x4
Mitsubishi,Pajero Pinin (IO) ,2005,6500.0,"Armenia, Yerevan",170000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034848,2.5,200,4,AWD 4x4
Nissan,Fuga ,2004,6500.0,"Armenia, Yerevan",185000.0,Sedan,Gas,Automatic,Transformed from right to left,Silver,Excellent,https://auto.am/offer/3031465,3.5,240,6,RWD
Chevrolet,Aveo ,2012,6500.0,"Armenia, Yerevan",114000.0,Sedan,Gasoline,Manual,Left,White,Good,https://auto.am/offer/3034476,1.4,149,4,FWD
Infiniti,FX35 ,2006,6500.0,"Armenia, Yerevan",352000.0,SUV / Truck,Gas,Automatic,Left,White,Average,https://auto.am/offer/3038761,3.5,283,6,AWD 4x4
Opel,Astra ,2005,6500.0,"Armenia, Yerevan",200000.0,Hatchback,Gas,Manual,Left,Gray,Good,https://auto.am/offer/3033786,1.4,70,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2010,6500.0,"Armenia, Syunik",144000.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/3015357,1.7,75,4,RWD
VAZ (Lada),2121 NIVA (4x4) ,2017,6500.0,"Armenia, Yerevan",173000.0,SUV / Truck,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/3006967,1.7,92,4,AWD 4x4
GAZ,21 Волга ,1967,6500.0,"Armenia, Yerevan",20000.0,Sedan,Gasoline,Manual,Left,Beige,Good,https://auto.am/offer/1790540,2.5,200,4,AWD 4x4
Nissan,Tiida ,2008,6500.0,"Armenia, Yerevan",270000.0,Hatchback,Gasoline and gas,CVT Variable,Right,Silver,Excellent,https://auto.am/offer/3038778,1.5,109,4,FWD
Mercedes-Benz,E 320 ,1997,6500.0,"Armenia, Yerevan",400000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Average,https://auto.am/offer/3034444,3.2,224,6,RWD
BMW,316,2004,6500.0,"Armenia, Yerevan",160000.0,Sedan,Gasoline and gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3039543,4.5,192,6,RWD
Mercedes-Benz,E 350 ,2006,6500.0,"Armenia, Kotayk",320000.0,Sedan,Gasoline,Automatic,Left,Օther color,Good,https://auto.am/offer/3037934,3.5,272,6,RWD
Mercedes-Benz,ML 320 ,1997,6500.0,"Armenia, Kotayk",350400.0,Wagon,Gasoline and gas,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3030973,1.8,122,2,RWD
Opel,Zafira ,2003,6500.0,"Armenia, Shirak",320000.0,Minivan / Minibus,Gasoline and gas,Manual,Left,Green,Good,https://auto.am/offer/3038710,1.8,125,4,FWD
Mercedes-Benz,124,1994,6500.0,Armenia,350000.0,Sedan,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/3040250,2.2,150,4,RWD
Nissan,Tiida ,2006,6500.0,"Armenia, Yerevan",97000.0,Sedan,Gasoline,Automatic,Right,Օther color,Excellent,https://auto.am/offer/3006141,1.8,109,4,FWD
Volkswagen,New Beetle ,2002,6500.0,"Armenia, Yerevan",152000.0,Coupe,Gasoline,Automatic,Left,Green,Excellent,https://auto.am/offer/3031321,2.0,115,4,FWD
Opel,Zafira ,2003,6500.0,"Armenia, Lori",200000.0,Minivan / Minibus,Gas,Manual,Left,Gray,Good,https://auto.am/offer/3038015,1.8,125,4,FWD
Opel,Astra ,2001,6500.0,"Armenia, Yerevan",178000.0,Hatchback,Gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3035190,1.6,125,4,FWD
Mercedes-Benz,B 170 ,2006,6500.0,"Armenia, Yerevan",240000.0,Hatchback,Gasoline,CVT Variable,Left,White,Good,https://auto.am/offer/3039711,1.7,116,6,FWD
Hyundai,Sonata ,2011,6500.0,"Armenia, Yerevan",289600.0,Sedan,Gasoline,Automatic,Left,Blue,Average,https://auto.am/offer/3039217,2.25,180,4,FWD
Mercedes-Benz,E 500 ,1995,6500.0,"Armenia, Kotayk",111111.0,Sedan,Gasoline,Automatic,Left,Blue,Average,https://auto.am/offer/3022973,1.9,129,4,RWD
Mercedes-Benz,S 320 ,2001,6500.0,"Armenia, Aragatsotn",10.0,Sedan,Gas,Automatic,Left,Blue,Good,https://auto.am/offer/3040564,2.6,175,6,RWD
Opel,Astra ,2008,6400.0,"Armenia, Yerevan",220000.0,Sedan,Gasoline,Automatic,Left,Silver,Average,https://auto.am/offer/3039685,1.4,98,4,FWD
Peugeot,Partner ,2011,6400.0,"Armenia, Yerevan",152000.0,Van,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/3012191,2.5,200,4,AWD 4x4
Mercedes-Benz,C 240 ,2001,6400.0,"Armenia, Yerevan",210000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3033739,2.6,178,6,RWD
Opel,Zafira ,2004,6400.0,"Armenia, Shirak",20000.0,Minivan / Minibus,Gas,Manual,Left,Silver,Good,https://auto.am/offer/3038079,1.8,125,4,FWD
Nissan,Murano ,2003,6400.0,"Armenia, Yerevan",194000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3037607,3.5,245,6,AWD 4x4
Opel,Zafira ,2002,6400.0,Armenia,195000.0,Wagon,Gasoline and gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3032898,1.8,113,4,FWD
Suzuki,SX 4 ,2008,6400.0,"Armenia, Yerevan",149120.0,Hatchback,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3036632,2.0,145,4,AWD 4x4
Mercedes-Benz,C 180 ,1998,6350.0,"Armenia, Shirak",305000.0,Sedan,Gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3031775,1.8,122,4,RWD
Chevrolet,Cruze ,2018,6350.0,"Armenia, Ararat",134400.0,Hatchback,Gasoline,Automatic,Left,Gray,Damaged,https://auto.am/offer/2777873,1.4,153,4,FWD
Kia,Rio ,2018,15750.0,"Armenia, Yerevan",17000.0,Sedan,Gasoline,Automatic,Left,Red,New,https://auto.am/offer/3038266,2.4,188,4,FWD
Mercedes-Benz,E 230 ,1978,6300.0,"Armenia, Shirak",200000.0,Sedan,Gasoline,Manual,Left,Green,Good,https://auto.am/offer/2977799,2.3,136,4,RWD
BMW,323,2000,6300.0,"Armenia, Yerevan",203000.0,Sedan,Gasoline and gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034855,2.3,170,4,RWD
Chevrolet,Equinox ,2005,6300.0,"Armenia, Yerevan",238.4,Wagon,Gasoline and gas,Automatic,Left,White,Good,https://auto.am/offer/3018893,1.3,88,4,FWD
Mitsubishi,Grandis ,2003,6300.0,"Armenia, Ararat",290000.0,Minivan / Minibus,Gasoline,Automatic,Right,Silver,Good,https://auto.am/offer/3037478,2.4,165,4,FWD
Nissan,Tiida ,2006,6300.0,"Armenia, Yerevan",131000.0,Sedan,Gasoline,Automatic,Right,White,Excellent,https://auto.am/offer/3040613,1.5,109,4,FWD
Dodge,Caliber ,2007,6300.0,"Armenia, Yerevan",126000.0,Wagon,Gasoline,CVT Variable,Left,Silver,Good,https://auto.am/offer/3035661,2.5,200,4,AWD 4x4
Mercedes-Benz,CLK 320 ,2005,6300.0,"Armenia, Yerevan",278000.0,Coupe,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3032592,3.5,272,6,RWD
Hyundai,Accent ,2016,6300.0,"Armenia, Yerevan",181000.0,Sedan,Gas,Manual,Left,White,Excellent,https://auto.am/offer/3035883,1.6,137,4,FWD
Opel,Zafira ,2004,6300.0,"Armenia, Yerevan",304308.0,Minivan / Minibus,Gasoline,Manual,Left,Blue,Good,https://auto.am/offer/3026116,1.8,125,4,FWD
BMW,318,2002,6300.0,"Armenia, Yerevan",227000.0,Sedan,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/2993010,1.8,192,4,RWD
Honda,Civic ,2007,6300.0,"Armenia, Kotayk",330000.0,Sedan,Gasoline,Automatic,Right,Black,Average,https://auto.am/offer/3039151,1.8,140,4,FWD
BMW,528,1996,6300.0,"Armenia, Yerevan",118000.0,Sedan,Gasoline and gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034947,2.8,200,4,AWD 4x4
Nissan,Tiida ,2007,6300.0,"Armenia, Yerevan",109000.0,Hatchback,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035534,1.5,109,4,FWD
Chevrolet,Volt ,2011,6300.0,"Armenia, Armavir",288000.0,Sedan,Gasoline,Automatic,Left,Օther color,Damaged,https://auto.am/offer/3033347,1.4,200,4,AWD 4x4
Suzuki,SX 4 ,2006,6300.0,"Armenia, Yerevan",127000.0,Hatchback,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3038940,1.3,91,4,FWD
Mercedes-Benz,C 180 ,1999,6300.0,"Armenia, Armavir",250000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3034701,1.8,122,6,RWD
Nissan,Teana ,2006,6300.0,"Armenia, Yerevan",160000.0,Sedan,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3039652,2.3,173,6,FWD
BMW,320,2005,6300.0,"Armenia, Aragatsotn",300.0,Sedan,Gasoline and gas,Automatic,Left,Black,Good,https://auto.am/offer/3029912,3.0,218,6,RWD
Volkswagen,Touran ,2005,6300.0,"Armenia, Yerevan",163000.0,Minivan / Minibus,Gasoline,Automatic,Right,Blue,Good,https://auto.am/offer/3030679,1.4,75,16,FWD
Nissan,Tiida ,2008,6250.0,"Armenia, Yerevan",132000.0,Hatchback,Gasoline,CVT Variable,Left,Brown,Excellent,https://auto.am/offer/3039158,1.5,109,4,FWD
Toyota,Camry ,2014,15500.0,"Armenia, Yerevan",192000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3038002,2.5,178,4,FWD
Kia,Forte ,2019,15500.0,"Armenia, Kotayk",76800.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3004969,2.0,147,4,FWD
Kia,Forte ,2019,15500.0,"Armenia, Yerevan",40000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2927029,2.0,147,4,FWD
Opel,Astra ,2002,6200.0,"Armenia, Yerevan",260000.0,Hatchback,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/3036800,1.6,101,4,FWD
BMW,325,2002,6200.0,"Armenia, Vayots Dzor",300.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3032518,2.5,192,6,AWD 4x4
Mitsubishi,Pajero Pinin (IO) ,2004,6200.0,"Armenia, Yerevan",130000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3035347,2.0,136,4,AWD 4x4
Opel,Vectra ,2004,6200.0,"Armenia, Yerevan",230000.0,Hatchback,Gas,Manual,Left,Silver,Good,https://auto.am/offer/3024751,2.2,150,4,FWD
Ford,Focus ,2007,6200.0,"Armenia, Yerevan",125000.0,Sedan,Gas,Manual,Left,Silver,Good,https://auto.am/offer/3025616,1.6,210,1,RWD
VAZ (Lada),2121 NIVA (4x4) ,2012,6200.0,"Armenia, Yerevan",49000.0,SUV / Truck,Gas,Manual,Left,White,Excellent,https://auto.am/offer/3024418,2.5,200,4,AWD 4x4
Toyota,Vitz ,2009,6200.0,"Armenia, Yerevan",120000.0,Hatchback,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3039241,1.3,90,4,FWD
Mercedes-Benz,C 180 ,1998,6200.0,"Armenia, Yerevan",200000.0,Sedan,Gas,Manual,Left,Silver,Excellent,https://auto.am/offer/3030393,1.8,122,4,RWD
Mercedes-Benz,230,2002,6200.0,"Armenia, Yerevan",266000.0,Sedan,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3037776,3.2,224,6,RWD
Opel,Astra ,2002,6200.0,"Armenia, Syunik",325777.0,Hatchback,Gas,Manual,Left,Օther color,Excellent,https://auto.am/offer/3036402,1.8,125,4,FWD
Nissan,Xterra ,2007,6200.0,"Armenia, Lori",192000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Silver,Average,https://auto.am/offer/3037048,4.0,261,6,AWD 4x4
Acura,TL ,2003,6200.0,"Armenia, Yerevan",211200.0,Sedan,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3033070,2.5,200,4,AWD 4x4
Nissan,X-Trail ,2003,6200.0,"Armenia, Yerevan",205000.0,SUV / Truck,Gasoline and gas,Automatic,Right,White,Excellent,https://auto.am/offer/3032650,2.0,150,4,AWD 4x4
BMW,325,2002,6200.0,"Armenia, Ararat",347200.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3038412,2.5,192,6,AWD 4x4
Nissan,X-Trail ,2003,6200.0,"Armenia, Yerevan",230000.0,Wagon,Gasoline,Automatic,Right,White,Good,https://auto.am/offer/3036428,1.1,150,4,AWD 4x4
Mercedes-Benz,C 200 ,2002,6200.0,"Armenia, Yerevan",265000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3026003,2.0,163,4,RWD
Nissan,Tiida ,2009,6200.0,"Armenia, Yerevan",105000.0,Hatchback,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3034698,1.5,122,4,FWD
Mercedes-Benz,C 200 ,2002,6200.0,"Armenia, Yerevan",266855.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3039178,2.0,163,4,RWD
Opel,Astra ,2003,6200.0,"Armenia, Yerevan",181000.0,Hatchback,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3010514,1.8,125,4,RWD
Nissan,Murano ,2006,6200.0,"Armenia, Yerevan",320000.0,SUV / Truck,Gas,Automatic,Left,Blue,Average,https://auto.am/offer/3036718,2.0,150,4,AWD 4x4
Mercedes-Benz,C 240 ,1999,6200.0,"Armenia, Yerevan",315000.0,Sedan,Gasoline and gas,Manual,Left,Silver,Good,https://auto.am/offer/3039245,3.0,222,6,RWD
Nissan,BlueBird ,2008,6150.0,"Armenia, Armavir",124000.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3035013,2.0,109,4,FWD
Chevrolet,Volt ,2016,15250.0,Armenia,211000.0,Hatchback,Hybrid,Automatic,Left,White,Excellent,https://auto.am/offer/3040399,1.5,150,4,FWD
Opel,Zafira ,2000,6100.0,"Armenia, Yerevan",210000.0,Minivan / Minibus,Gasoline and gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3035724,1.7000000000000002,125,4,FWD
Lexus,IS 300 ,2005,6100.0,"Armenia, Yerevan",432000.0,Sedan,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3032333,3.0,218,6,RWD
Nissan,Altima ,2017,6100.0,"Armenia, Yerevan",232000.0,Sedan,Gasoline,Automatic,Left,Black,Damaged,https://auto.am/offer/3032884,2.5,179,4,FWD
Hyundai,i10 ,2012,6100.0,"Armenia, Yerevan",120000.0,Hatchback,Gas,Manual,Left,White,Good,https://auto.am/offer/3022236,1.8,150,5,FWD
BMW,318,2002,6100.0,"Armenia, Yerevan",300000.0,Sedan,Gasoline,Manual,Left,Silver,Average,https://auto.am/offer/3028885,1.8,192,4,RWD
Nissan,Tiida ,2005,6100.0,"Armenia, Kotayk",160000.0,Sedan,Gas,Automatic,Left,Օther color,Good,https://auto.am/offer/3020474,1.5,109,4,FWD
Nissan,Teana ,2006,6100.0,"Armenia, Yerevan",141000.0,Sedan,Gasoline,Automatic,Right,Black,Good,https://auto.am/offer/2978776,2.3,173,6,FWD
Opel,Astra ,2002,6100.0,"Armenia, Syunik",233000.0,Hatchback,Gas,Manual,Left,Blue,Excellent,https://auto.am/offer/3037187,1.6,113,4,FWD
Audi,Q5 ,2011,15000.0,"Armenia, Yerevan",92300.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3028475,2.0,211,4,AWD 4x4
Subaru,Forester ,2012,15000.0,"Armenia, Gegharkunik",165000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2530084,2.5,170,4,AWD 4x4
Chevrolet,Volt ,2017,15000.0,"Armenia, Yerevan",112000.0,Sedan,Hybrid,Automatic,Left,Blue,Excellent,https://auto.am/offer/3039135,1.5,149,4,FWD
Toyota,Corolla ,2016,15000.0,"Armenia, Yerevan",139000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037890,1.6,122,4,FWD
Land Rover,Freelander ,2002,6000.0,"Armenia, Yerevan",162000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3015590,2.5,200,4,AWD 4x4
Opel,Zafira ,2002,6000.0,"Armenia, Lori",12000.0,Minivan / Minibus,Gasoline,Manual,Left,Blue,Average,https://auto.am/offer/3037190,1.8,113,4,FWD
Mercedes-Benz,C 240 ,2001,6000.0,"Armenia, Yerevan",185000.0,Sedan,Gas,Automatic,Left,Silver,Average,https://auto.am/offer/3039704,2.5,175,6,RWD
Mitsubishi,Pajero ,1998,6000.0,"Armenia, Tavush",250000.0,SUV / Truck,Gas,Automatic,Left,Օther color,Average,https://auto.am/offer/3040854,3.5,197,4,AWD 4x4
Jeep,Grand Cherokee ,1999,6000.0,"Armenia, Ararat",200000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2999024,2.5,200,4,AWD 4x4
Nissan,Tiida ,2006,6000.0,"Armenia, Yerevan",150.0,Hatchback,Gasoline,Automatic,Right,Blue,Good,https://auto.am/offer/2877729,1.5,109,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2013,6000.0,Armenia,135000.0,Wagon,Gasoline,Manual,Left,White,Good,https://auto.am/offer/3039597,1.6,98,4,FWD
Volkswagen,Golf ,2004,6000.0,"Armenia, Shirak",205000.0,Hatchback,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/3037106,1.4,75,4,FWD
