car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train
Mercedes-Benz,E 350 ,2007,12500.0,"Armenia, Yerevan",152000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3037317,3.5,272,6,RWD
Nissan,Sentra ,2017,12500.0,Armenia,135200.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2984594,1.8,130,4,FWD
Infiniti,EX35 ,2011,12500.0,"Armenia, Yerevan",136000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2827525,3.5,295,6,AWD 4x4
Ford,Transit ,2012,12500.0,"Armenia, Shirak",300000.0,Minivan / Minibus,Diesel,Manual,Left,White,Average,https://auto.am/offer/2982534,2.0,160,4,FWD
Hyundai,Elantra ,2017,12500.0,"Armenia, Yerevan",201600.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3023745,2.0,147,4,FWD
Infiniti,G37 ,2008,12500.0,"Armenia, Yerevan",299200.0,Coupe,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035235,3.5,302,6,RWD
Nissan,Rogue ,2017,12500.0,"Armenia, Yerevan",132800.0,SUV / Truck,Gasoline,CVT Variable,Left,Gray,Excellent,https://auto.am/offer/3027370,2.0,141,4,AWD 4x4
Mercedes-Benz,E 350 ,2007,12500.0,"Armenia, Yerevan",218550.0,Sedan,Gasoline,Automatic,Left,Golden,Excellent,https://auto.am/offer/3039088,3.5,272,6,RWD
Mazda,6,2014,12500.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040261,2.5,180,4,FWD
VAZ (Lada),NIVA Legend ,2023,12500.0,Armenia,3000.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/2964381,1.7,83,4,AWD 4x4
Hyundai,Elantra ,2018,12500.0,"Armenia, Yerevan",75000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3002753,2.0,147,4,FWD
BMW,528,2009,12500.0,Armenia,203200.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2659367,4.4,369,6,RWD
Mercedes-Benz,C 250 ,2012,12500.0,"Armenia, Yerevan",150000.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3040440,1.8,204,4,RWD
VAZ (Lada),NIVA Travel ,2023,12500.0,"Armenia, Yerevan",3392.0,SUV / Truck,Gasoline,Manual,Left,Green,Excellent,https://auto.am/offer/3036200,1.7,83,4,AWD 4x4
Honda,Civic ,2015,12500.0,"Armenia, Yerevan",100000.0,Sedan,Gasoline,CVT Variable,Left,Gray,Excellent,https://auto.am/offer/3037972,1.8,185,8,FWD
Mazda,6,2016,12500.0,"Armenia, Aragatsotn",80000.0,Sedan,Gasoline,Automatic,Left,Brown,Excellent,https://auto.am/offer/3036229,2.5,188,4,FWD
Nissan,Juke ,2013,12500.0,"Armenia, Yerevan",55000.0,Wagon,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3035020,1.6,333,4,AWD 4x4
Hyundai,Elantra ,2015,12500.0,"Armenia, Ararat",64000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2812795,1.8,148,4,FWD
Ford,Fusion ,2019,12500.0,"Armenia, Armavir",60000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3024016,2.0,181,4,FWD
Ford,Transit ,2017,12500.0,"Armenia, Ararat",208000.0,Van,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3034352,2.5,175,4,FWD
BMW,X5 ,2005,12500.0,"Armenia, Armavir",302400.0,SUV / Truck,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3036444,3.0,231,6,AWD 4x4
Chrysler,200,2015,12500.0,"Armenia, Yerevan",176000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2728913,2.4,184,4,FWD
Cadillac,ATS ,2014,12500.0,"Armenia, Yerevan",172000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2995245,2.0,276,4,AWD 4x4
Hyundai,Elantra ,2017,12500.0,Armenia,161600.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3032453,2.0,147,4,FWD
Ford,Fusion ,2016,12500.0,"Armenia, Yerevan",230000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3038366,2.5,178,4,FWD
Mazda,CX5 ,2012,12500.0,"Armenia, Yerevan",117000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3017277,2.0,150,6,FWD
Kia,Forte ,2018,12500.0,"Armenia, Yerevan",43200.0,Sedan,Gasoline,Automatic,Left,Cherry,Excellent,https://auto.am/offer/2963769,2.0,147,4,FWD
Chevrolet,Malibu ,2017,12500.0,"Armenia, Yerevan",196000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3026957,1.5,163,4,FWD
Mini,Countryman ,2015,12500.0,Armenia,120000.0,Sedan,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3038085,1.6,181,3,FWD
VAZ (Lada),NIVA Legend ,2023,12500.0,"Armenia, Aragatsotn",3000.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/2983731,1.7,83,4,AWD 4x4
Chevrolet,Spark ,2019,12500.0,"Armenia, Yerevan",84800.0,Hatchback,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3035787,1.75,153,5,FWD
Hyundai,Elantra ,2014,12500.0,"Armenia, Syunik",168000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3036866,1.8,196,4,FWD
Kia,Forte ,2017,12500.0,"Armenia, Yerevan",130560.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3025990,2.0,147,4,FWD
Ford,Fusion ,2017,12500.0,"Armenia, Yerevan",130000.0,Sedan,Gasoline,Automatic,Left,Aubergine,Excellent,https://auto.am/offer/3039339,2.5,175,4,FWD
BMW,320,2017,12500.0,"Armenia, Yerevan",224000.0,Sedan,Gasoline,Automatic,Left,Black,Damaged,https://auto.am/offer/3037524,2.0,184,4,RWD
Hyundai,Sonata ,2014,12500.0,"Armenia, Yerevan",171200.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3039954,2.4,196,4,FWD
VAZ (Lada),NIVA Legend ,2023,12500.0,"Armenia, Yerevan",37.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/2963997,1.7,83,4,AWD 4x4
Kia,Sorento ,2011,12500.0,"Armenia, Yerevan",157000.0,SUV / Truck,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3025277,2.4,177,4,AWD 4x4
Hyundai,Elantra ,2018,12500.0,"Armenia, Yerevan",43200.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3002744,2.0,147,4,FWD
Nissan,Rogue ,2017,12500.0,"Armenia, Yerevan",176000.0,SUV / Truck,Gasoline and gas,Automatic,Left,White,Good,https://auto.am/offer/3035827,2.5,170,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2021,12500.0,"Armenia, Kotayk",26000.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/2930073,1.9,200,4,AWD 4x4
Toyota,Rav 4 ,2008,12500.0,"Armenia, Syunik",235000.0,SUV / Truck,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3037971,4.0,248,6,AWD 4x4
Toyota,Corolla ,2015,12500.0,"Armenia, Yerevan",200000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3038913,2.5,178,4,FWD
Mazda,6,2017,12500.0,"Armenia, Yerevan",145000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037459,2.5,178,4,FWD
Mazda,6,2014,12500.0,"Armenia, Yerevan",82000.0,Sedan,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/2948741,2.5,180,4,FWD
Mercedes-Benz,S 550 ,2006,12500.0,"Armenia, Yerevan",180000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3040029,5.5,388,8,RWD
Nissan,NV200 ,2019,12500.0,"Armenia, Armavir",150000.0,Van,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3032743,2.5,170,4,FWD
VAZ (Lada),NIVA Legend ,2023,12500.0,"Armenia, Yerevan",52.0,Coupe,Gasoline,Manual,Left,White,New,https://auto.am/offer/3018824,1.7,83,4,AWD 4x4
Ford,Escape ,2016,12500.0,"Armenia, Yerevan",161600.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3031464,1.6,178,4,AWD 4x4
Chevrolet,Malibu ,2016,12500.0,"Armenia, Yerevan",128000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039682,1.5,153,4,FWD
Mazda,CX 30 ,2021,12500.0,Armenia,64000.0,SUV / Truck,Gasoline,Automatic,Left,White,Damaged,https://auto.am/offer/3002706,2.5,186,4,AWD 4x4
Mazda,3,2018,12500.0,"Armenia, Yerevan",145600.0,Sedan,Gasoline,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3000607,2.0,150,4,FWD
VAZ (Lada),NIVA Legend ,2023,12500.0,Armenia,10.0,SUV / Truck,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/2905258,1.7,83,4,AWD 4x4
Hyundai,Elantra ,2016,12500.0,"Armenia, Yerevan",73500.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2956244,1.6,150,6,FWD
Toyota,Camry ,2011,12500.0,"Armenia, Yerevan",230880.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3021956,2.5,181,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2020,12500.0,"Armenia, Yerevan",80000.0,Coupe,Gas,Manual,Left,White,New,https://auto.am/offer/3038397,1.7,200,4,AWD 4x4
Toyota,Land Cruiser 100 ,2000,12500.0,"Armenia, Yerevan",595000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3008297,2.5,200,4,AWD 4x4
Audi,A3 ,2010,12500.0,"Armenia, Yerevan",82000.0,Hatchback,Diesel,Manual,Left,Gray,Excellent,https://auto.am/offer/3028627,1.6,270,4,FWD
Nissan,Altima ,2012,12500.0,"Armenia, Yerevan",104000.0,Coupe,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2812426,2.5,188,4,FWD
Mazda,3,2016,12500.0,"Armenia, Yerevan",91000.0,Sedan,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3032427,2.0,155,4,FWD
Kia,Optima ,2018,12500.0,"Armenia, Yerevan",64195.200000000004,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3024116,2.4,188,4,FWD
Kia,Sportage ,2013,12500.0,"Armenia, Yerevan",192000.0,SUV / Truck,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3030543,2.4,176,4,FWD
Nissan,Rogue ,2017,12500.0,"Armenia, Yerevan",224000.0,SUV / Truck,Gasoline,CVT Variable,Left,Gray,Good,https://auto.am/offer/3034832,2.5,170,4,AWD 4x4
Toyota,Camry ,2010,12500.0,"Armenia, Shirak",217600.0,Sedan,Gas,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3017100,2.5,174,4,FWD
Nissan,Pathfinder ,2009,12500.0,"Armenia, Ararat",256000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2526181,2.5,170,4,AWD 4x4
Nissan,Juke ,2011,12500.0,"Armenia, Yerevan",108000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037919,1.6,164,4,AWD 4x4
VAZ (Lada),NIVA Legend ,2023,12500.0,Armenia,25.0,SUV / Truck,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/2905289,1.7,83,4,AWD 4x4
Kia,Rio ,2020,12500.0,"Armenia, Yerevan",81600.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3034081,1.6,112,4,FWD
Land Rover,Range Rover Sport ,2006,12500.0,"Armenia, Yerevan",275000.0,SUV / Truck,Gas,Automatic,Left,Red,Average,https://auto.am/offer/3035344,2.5,200,4,AWD 4x4
Chevrolet,Volt ,2015,12500.0,"Armenia, Yerevan",69000.0,Sedan,Hybrid,Automatic,Left,Gray,Excellent,https://auto.am/offer/3034469,1.4,150,4,FWD
Kia,Optima ,2018,12500.0,"Armenia, Yerevan",137600.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2997967,2.4,188,4,FWD
Ford,Fusion ,2017,12500.0,"Armenia, Yerevan",206000.0,Sedan,Gasoline,Automatic,Left,Brown,Good,https://auto.am/offer/3037181,2.5,175,4,FWD
GAZ,21 Волга ,1962,12500.0,"Armenia, Yerevan",12345.0,Sedan,Gasoline,Manual,Left,Sky-blue,Average,https://auto.am/offer/3009019,2.5,200,4,AWD 4x4
Hyundai,ix35 ,2010,12500.0,"Armenia, Yerevan",157000.0,SUV / Truck,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3035209,2.0,166,4,AWD 4x4
Toyota,Alphard ,2005,12500.0,"Armenia, Yerevan",180000.0,Minivan / Minibus,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039823,2.4,184,4,AWD 4x4
Kia,Optima ,2017,12400.0,Armenia,120000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040465,2.4,186,4,FWD
Hyundai,Elantra ,2017,12400.0,"Armenia, Yerevan",85000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3037937,2.0,140,4,FWD
Hyundai,Elantra ,2019,12400.0,"Armenia, Yerevan",44800.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3006587,2.0,150,4,FWD
Mazda,6,2014,12400.0,"Armenia, Yerevan",170000.0,Sedan,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3035505,2.5,180,4,FWD
Toyota,Ipsum ,2007,12400.0,Armenia,220000.0,Minivan / Minibus,Gas,Automatic,Left,White,Average,https://auto.am/offer/3020921,2.4,158,6,FWD
VAZ (Lada),2121 NIVA (4x4) ,2023,12400.0,"Armenia, Yerevan",3000.0,Coupe,Gasoline,Manual,Left,Black,New,https://auto.am/offer/3027842,1.7999999999999998,83,4,AWD 4x4
Mazda,6,2016,12400.0,"Armenia, Yerevan",168000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3032597,2.5,188,4,FWD
Nissan,Sentra ,2018,12400.0,"Armenia, Yerevan",116800.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3020258,1.8,124,4,FWD
Toyota,Camry ,2023,30750.0,"Armenia, Yerevan",18000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037371,2.5,203,4,FWD
Kia,Optima ,2016,12300.0,"Armenia, Yerevan",989.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3030269,2.4,184,4,FWD
Chevrolet,Cruze ,2020,12300.0,"Armenia, Yerevan",95000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3037240,1.5,169,4,FWD
Chrysler,300 C ,2011,12300.0,"Armenia, Lori",185000.0,Sedan,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3036411,2.5,250,6,AWD 4x4
BMW,745,2004,12300.0,"Armenia, Armavir",89000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2793435,4.5,192,6,RWD
Mercedes-Benz,C 300 ,2011,12300.0,"Armenia, Gegharkunik",150000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3037936,3.0,231,6,AWD 4x4
Infiniti,FX35 ,2010,12300.0,"Armenia, Yerevan",216000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3023766,3.5,302,6,AWD 4x4
Ford,Escape ,2013,12300.0,"Armenia, Yerevan",239000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/2966252,2.5,176,4,FWD
Dodge,Journey ,2017,12300.0,"Armenia, Yerevan",192000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3024834,2.4,173,4,FWD
Ford,Fusion ,2018,12300.0,"Armenia, Yerevan",125000.0,Sedan,Gasoline,Automatic,Left,Golden,Excellent,https://auto.am/offer/3029564,1.5,186,4,FWD
Mercedes-Benz,E 350 ,2007,12300.0,"Armenia, Yerevan",193000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/2957530,3.5,272,6,RWD
Mazda,6,2014,12300.0,"Armenia, Ararat",100000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037302,2.5,180,4,FWD
Nissan,Juke ,2014,12300.0,"Armenia, Yerevan",160000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3039945,3.5,220,6,AWD 4x4
Nissan,Altima ,2017,12300.0,"Armenia, Yerevan",102000.0,Sedan,Gasoline and gas,CVT Variable,Left,Black,Good,https://auto.am/offer/3027589,2.5,179,4,FWD
Nissan,Sentra ,2019,12300.0,"Armenia, Yerevan",110400.0,Sedan,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/3026349,1.8,129,4,FWD
Mercedes-Benz,S 550 ,2007,12300.0,"Armenia, Yerevan",190000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3034679,5.5,388,8,RWD
Chevrolet,Malibu ,2018,12300.0,"Armenia, Yerevan",163000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3028937,1.5,160,4,FWD
Ford,Fusion ,2017,12300.0,"Armenia, Lori",157000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3039796,2.5,175,4,FWD
Hyundai,Elantra ,2017,12300.0,"Armenia, Ararat",161600.0,Sedan,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3024145,2.0,147,4,FWD
Mercedes-Benz,C 250 ,2012,12300.0,"Armenia, Yerevan",192000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3038381,1.8,202,4,RWD
Honda,CR-V ,2007,12300.0,"Armenia, Yerevan",216000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035585,2.4,150,4,AWD 4x4
Chevrolet,Captiva ,2014,12300.0,"Armenia, Shirak",186000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3004472,2.4,268,6,FWD
Mercedes-Benz,E 350 ,2009,12300.0,"Armenia, Yerevan",240000.0,Sedan,Gasoline,Automatic,Left,White,Average,https://auto.am/offer/3034662,3.5,282,6,RWD
Chevrolet,Volt ,2016,12300.0,"Armenia, Yerevan",225600.0,Sedan,Hybrid,Automatic,Left,Gray,Excellent,https://auto.am/offer/3036356,1.5,150,4,FWD
Toyota,Camry ,2010,12300.0,"Armenia, Ararat",174400.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3030674,3.5,268,6,FWD
Nissan,Rogue ,2017,12300.0,"Armenia, Yerevan",312000.0,SUV / Truck,Gasoline,CVT Variable,Left,Black,Average,https://auto.am/offer/3036702,2.5,170,4,AWD 4x4
Nissan,Sentra ,2019,12300.0,"Armenia, Yerevan",105000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3039472,1.8,129,4,FWD
Hyundai,Elantra ,2018,12300.0,"Armenia, Shirak",89730.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3037147,2.0,150,4,FWD
Nissan,Sentra ,2017,12300.0,"Armenia, Yerevan",112000.0,Sedan,Gasoline and gas,CVT Variable,Left,Silver,Excellent,https://auto.am/offer/3025834,1.8,130,4,FWD
Nissan,Rogue ,2017,12200.0,"Armenia, Yerevan",152000.0,Wagon,Gasoline,CVT Variable,Left,Black,Good,https://auto.am/offer/3023919,2.5,170,4,FWD
Lexus,RX 350 ,2007,12200.0,"Armenia, Yerevan",250000.0,Wagon,Gasoline and gas,Automatic,Left,Silver,Good,https://auto.am/offer/3002259,3.5,221,6,AWD 4x4
Toyota,Camry ,2010,12200.0,"Armenia, Syunik",304000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035854,2.5,174,4,FWD
Toyota,Corolla ,2017,12200.0,"Armenia, Yerevan",113000.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3038854,1.7000000000000002,127,4,FWD
Dodge,Journey ,2017,12200.0,"Armenia, Yerevan",200000.0,Wagon,Gas,Automatic,Left,White,Excellent,https://auto.am/offer/3039181,2.4,211,4,FWD
VAZ (Lada),2121 NIVA (4x4) ,2022,12200.0,"Armenia, Ararat",24000.0,Sedan,Gasoline,Manual,Left,Gray,Excellent,https://auto.am/offer/3033035,2.5,200,4,AWD 4x4
Mazda,3,2017,12200.0,"Armenia, Yerevan",63000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3034499,2.0,157,4,FWD
Hyundai,Elantra ,2017,12200.0,"Armenia, Yerevan",137600.0,Sedan,Gasoline and gas,Automatic,Left,Blue,Excellent,https://auto.am/offer/3039005,2.0,148,1,FWD
Opel,Combo ,2013,12200.0,"Armenia, Yerevan",116000.0,Wagon,Gasoline and gas,Manual,Left,White,Excellent,https://auto.am/offer/3037628,1.4,200,4,AWD 4x4
Kia,Optima ,2017,12200.0,"Armenia, Yerevan",115200.0,Sedan,Gasoline,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3025889,2.4,186,4,FWD
Nissan,Sentra ,2019,12200.0,Armenia,83200.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035245,1.8,129,4,FWD
Chrysler,200,2016,12200.0,"Armenia, Yerevan",109120.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3008341,2.4,179,4,FWD
Mercedes-Benz,C 300 ,2008,12200.0,Armenia,165000.0,Sedan,Gasoline and gas,Automatic,Left,Gray,Excellent,https://auto.am/offer/3013471,3.0,231,6,RWD
Mercedes-Benz,S 550 ,2008,12200.0,"Armenia, Yerevan",242000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2830029,5.5,388,8,AWD 4x4
Volkswagen,Passat ,2016,12200.0,"Armenia, Yerevan",105600.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3026026,1.8,180,4,FWD
Nissan,Sentra ,2017,12200.0,"Armenia, Yerevan",118000.0,Sedan,Gasoline,CVT Variable,Left,Black,Good,https://auto.am/offer/3040482,1.8,130,4,FWD
Chevrolet,Malibu ,2017,12100.0,"Armenia, Aragatsotn",112000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3034435,1.5,160,4,FWD
Volkswagen,Jetta ,2017,12100.0,"Armenia, Yerevan",103465.0,Sedan,Gasoline,Automatic,Left,Blue,New,https://auto.am/offer/3027742,1.4,136,4,FWD
Dongfeng,RICH6 Pickup ,2022,30000.0,"Armenia, Yerevan",11.0,SUV / Truck,Diesel,Manual,Left,Blue,New,https://auto.am/offer/2961940,2.5,140,4,AWD 4x4
Kia,Forte ,2019,12000.0,"Armenia, Yerevan",123200.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037733,2.0,147,4,FWD
Hyundai,Elantra ,2015,12000.0,"Armenia, Yerevan",171840.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035735,1.8,148,4,FWD
Hyundai,Elantra ,2016,12000.0,"Armenia, Yerevan",128000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3020011,1.6,150,6,FWD
Cadillac,Escalade ,2004,12000.0,"Armenia, Yerevan",114000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2805377,2.5,200,4,AWD 4x4
Mini,Countryman ,2012,12000.0,"Armenia, Yerevan",220000.0,Hatchback,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3030978,1.6,200,4,FWD
Mercedes-Benz,C 250 ,2012,12000.0,"Armenia, Yerevan",230000.0,Coupe,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3037729,1.8,201,4,RWD
BMW,528,2013,12000.0,"Armenia, Yerevan",305000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3028104,2.0,245,4,RWD
Kia,Soul ,2017,12000.0,"Armenia, Yerevan",96224.0,Hatchback,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3039332,2.4,185,4,FWD
Toyota,Harrier ,2006,12000.0,"Armenia, Yerevan",250000.0,SUV / Truck,Gasoline,Automatic,Right,Black,Good,https://auto.am/offer/3037208,3.5,280,4,AWD 4x4
BMW,X5 ,2006,12000.0,"Armenia, Yerevan",160000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3035475,3.7,231,8,AWD 4x4
VAZ (Lada),2121 NIVA (4x4) ,2016,12000.0,"Armenia, Ararat",95000.0,SUV / Truck,Gas,Manual,Left,Black,Excellent,https://auto.am/offer/3039199,1.8,83,4,AWD 4x4
Nissan,Sentra ,2018,12000.0,"Armenia, Yerevan",80000.0,Sedan,Gasoline,CVT Variable,Left,White,Excellent,https://auto.am/offer/3039512,1.8,129,4,FWD
Ford,Fusion ,2010,12000.0,"Armenia, Shirak",342.0,Sedan,Gas,Automatic,Left,Black,Good,https://auto.am/offer/2493480,2.2,115,4,FWD
Mercedes-Benz,ML 350 ,2006,12000.0,"Armenia, Yerevan",188000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Silver,Good,https://auto.am/offer/3037872,3.5,272,6,AWD 4x4
Porsche,Cayenne ,2007,12000.0,"Armenia, Yerevan",300000.0,SUV / Truck,Gasoline,Automatic,Left,Brown,Good,https://auto.am/offer/3039067,4.2,385,8,AWD 4x4
Nissan,Juke ,2017,12000.0,"Armenia, Armavir",120000.0,SUV / Truck,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3040743,1.6,185,4,FWD
BMW,X5 ,2008,12000.0,Armenia,170000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3036420,3.0,272,8,AWD 4x4
Mercedes-Benz,ML 350 ,2006,12000.0,"Armenia, Yerevan",180000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3036940,3.5,272,6,AWD 4x4
Mini,Cooper ,2015,12000.0,"Armenia, Yerevan",256000.0,Hatchback,Gasoline,Manual,Left,Yellow,Excellent,https://auto.am/offer/2800538,1.5,136,3,FWD
Kia,Forte ,2017,12000.0,"Armenia, Yerevan",112000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3007728,2.0,147,4,FWD
Hyundai,Elantra ,2017,12000.0,"Armenia, Yerevan",84000.0,Sedan,Gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3036960,2.0,149,4,FWD
Nissan,Rogue ,2015,12000.0,"Armenia, Yerevan",120000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Brown,Average,https://auto.am/offer/3023220,2.5,170,4,AWD 4x4
